cov;id;i;o;p;it;DS;HS
0;0.1;15;8;2;10;0.083333333;0.070245871
0;0.1;15;8;4;1;0.125;0.051019448
0;0.1;15;8;4;2;0.1;0.23538714
0;0.1;15;8;4;3;0.066666667;0.035314004
0;0.1;15;8;4;4;0.091666667;0.155234889
0;0.1;15;8;4;5;0.058333333;-0.097802239
0;0.1;15;8;4;6;0.125;0.120929106
0;0.1;15;8;4;7;0.075;0.059546305
0;0.1;15;8;4;8;0.15;0.151626424
0;0.1;15;8;4;9;0.091666667;-0.080097318
0;0.1;15;8;4;10;0.066666667;-0.084001507
0;0.1;15;8;6;1;0.1;0.026508605
0;0.1;15;8;6;2;0.1;0.454021435
0;0.1;15;8;6;3;0.058333333;-0.068653127
0;0.1;15;8;6;4;0.066666667;0.071545301
0;0.1;15;8;6;5;0.083333333;0.139897072
0;0.1;15;8;6;6;0.108333333;0.005272702
0;0.1;15;8;6;7;0.091666667;0.190156839
0;0.1;15;8;6;8;0.133333333;0.168536275
0;0.1;15;8;6;9;0.066666667;0.039251524
0;0.1;15;8;6;10;0.066666667;0.152417538
0;0.1;15;8;8;1;0.091666667;0.27868741
0;0.1;15;8;8;2;0.108333333;0.193064408
0;0.1;15;8;8;3;0.083333333;0.226103363
0;0.1;15;8;8;4;0.1;0.182786851
0;0.1;15;8;8;5;0.125;0.164557495
0;0.1;15;8;8;6;0.041666667;0.017428309
0;0.1;15;8;8;7;0.075;-0.074250583
0;0.1;15;8;8;8;0.075;0.116811977
0;0.1;15;8;8;9;0.108333333;0.173736848
0;0.1;15;8;8;10;0.15;0.330881719
0;0.1;15;8;10;1;0.125;0.152644435
0;0.1;15;8;10;2;0.091666667;0.045952794
0;0.1;15;8;10;3;0.016666667;0.02710867
0;0.1;15;8;10;4;0.083333333;-0.027727607
0;0.1;15;8;10;5;0.05;0.039983511
0;0.1;15;8;10;6;0.041666667;-0.140437081
0;0.1;15;8;10;7;0.075;0.254347192
0;0.1;15;8;10;8;0.083333333;0.067433413
0;0.1;15;8;10;9;0.075;0.141161927
0;0.1;15;8;10;10;0.091666667;-0.051309227
0;0.1;15;12;2;1;0.055555556;-0.019369741
0;0.1;15;12;2;2;0.111111111;-0.007764132
0;0.1;15;12;2;3;0.05;-0.027414794
0;0.1;15;12;2;4;0.061111111;-0.02455187
0;0.1;15;12;2;5;0.05;0.0582497
0;0.1;15;12;2;6;0.05;-0.047596006
0;0.1;15;12;2;7;0.077777778;-0.006093065
0;0.1;15;12;2;8;0.061111111;0.011948476
0;0.1;15;12;2;9;0.116666667;0.041230777
0;0.1;15;12;2;10;0.083333333;0.05126155
0;0.1;15;12;4;1;0.066666667;-0.017138175
0;0.1;15;12;4;2;0.122222222;0.135223936
0;0.1;15;12;4;3;0.077777778;0.030438474
0;0.1;15;12;4;4;0.044444444;-0.015818279
0;0.1;15;12;4;5;0.066666667;0.003913608
0;0.1;15;12;4;6;0.077777778;0.092101101
0;0.1;15;12;4;7;0.1;0.112396606
0;0.1;15;12;4;8;0.044444444;-0.045180059
0;0.1;15;12;4;9;0.072222222;-0.04423625
0;0.1;15;12;4;10;0.1;0.065262629
0;0.1;15;12;6;1;0.077777778;0.041437246
0;0.1;15;12;6;2;0.1;0.125567239
0;0.1;15;12;6;3;0.066666667;0.005297398
0;0.1;15;12;6;4;0.088888889;0.193226232
0;0.1;15;12;6;5;0.044444444;-0.058522148
0;0.1;15;12;6;6;0.083333333;0.060035882
0;0.1;15;12;6;7;0.05;-0.065494103
0;0.1;15;12;6;8;0.072222222;-0.038999809
0;0.1;15;12;6;9;0.088888889;-0.008869539
0;0.1;15;12;6;10;0.072222222;-0.033818279
0;0.1;15;12;8;1;0.083333333;0.083508773
0;0.1;15;12;8;2;0.055555556;0.106112631
0;0.1;15;12;8;3;0.094444444;0.214211133
0;0.1;15;12;8;4;0.072222222;0.014204883
0;0.1;15;12;8;5;0.088888889;0.149292012
0;0.1;15;12;8;6;0.061111111;0.042461253
0;0.1;15;12;8;7;0.055555556;0.008568116
0;0.1;15;12;8;8;0.088888889;0.118428105
0;0.1;15;12;8;9;0.105555556;0.204423015
0;0.1;15;12;8;10;0.066666667;0.001026832
0;0.1;15;12;10;1;0.088888889;0.090137955
0;0.1;15;12;10;2;0.083333333;0.033387728
0;0.1;15;12;10;3;0.111111111;0.082586779
0;0.1;15;12;10;4;0.066666667;-0.029762915
0;0.1;15;12;10;5;0.066666667;0.042230826
0;0.1;15;12;10;6;0.044444444;0.061663278
0;0.1;15;12;10;7;0.077777778;0.03898808
0;0.1;15;12;10;8;0.072222222;-0.031042055
0;0.1;15;12;10;9;0.088888889;0.079906389
0;0.1;15;12;10;10;0.077777778;0.241467816
0;0.1;15;16;2;1;0.066666667;-0.011646657
0;0.1;15;16;2;2;0.075;-0.012763424
0;0.1;15;16;2;3;0.095833333;0.052327182
0;0.1;15;16;2;4;0.079166667;0.037828089
0;0.1;15;16;2;5;0.091666667;0.039536685
0;0.1;15;16;2;6;0.083333333;0.005093149
0;0.1;15;16;2;7;0.0625;0.001608096
0;0.1;15;16;2;8;0.1;0.075393638
0;0.1;15;16;2;9;0.104166667;0.008569015
0;0.1;15;16;2;10;0.091666667;0.033966795
0;0.1;15;16;4;1;0.0875;0.09063493
0;0.1;15;16;4;2;0.1;0.001650937
0;0.1;15;16;4;3;0.075;0.005460681
0;0.1;15;16;4;4;0.0875;-0.031763848
0;0.1;15;16;4;5;0.075;0.02412281
0;0.1;15;16;4;6;0.058333333;0.040504333
0;0.1;15;16;4;7;0.045833333;-0.022227658
0;0.1;15;16;4;8;0.091666667;0.032064636
0;0.1;15;16;4;9;0.083333333;0.019024969
0;0.1;15;16;4;10;0.070833333;-0.012244684
0;0.1;15;16;6;1;0.1;0.125304864
0;0.1;15;16;6;2;0.091666667;0.078861429
0;0.1;15;16;6;3;0.079166667;-0.00299546
0;0.1;15;16;6;4;0.070833333;0.014666779
0;0.1;15;16;6;5;0.079166667;0.055119201
0;0.1;15;16;6;6;0.083333333;9.87E-02
0;0.1;15;16;6;7;0.095833333;0.072617773
0;0.1;15;16;6;8;0.104166667;0.036469347
0;0.1;15;16;6;9;0.070833333;0.003596229
0;0.1;15;16;6;10;0.066666667;-0.031630576
0;0.1;15;16;8;1;0.1;0.016396341
0;0.1;15;16;8;2;0.075;0.06047269
0;0.1;15;16;8;3;0.070833333;0.064407681
0;0.1;15;16;8;4;0.075;0.105141542
0;0.1;15;16;8;5;0.083333333;0.06937085
0;0.1;15;16;8;6;0.0375;0.012814414
0;0.1;15;16;8;7;0.070833333;0.1399973
0;0.1;15;16;8;8;0.095833333;0.021774218
0;0.1;15;16;8;9;0.091666667;0.000170203
0;0.1;15;16;8;10;0.095833333;0.050806429
0;0.1;15;16;10;1;0.079166667;0.023650988
0;0.1;15;16;10;2;0.070833333;0.107749806
0;0.1;15;16;10;3;0.066666667;-0.008727014
0;0.1;15;16;10;4;0.066666667;0.080332665
0;0.1;15;16;10;5;0.045833333;-0.037591205
0;0.1;15;16;10;6;0.095833333;0.119234009
0;0.1;15;16;10;7;0.070833333;-0.043814626
0;0.1;15;16;10;8;0.0625;0.072241496
0;0.1;15;16;10;9;0.083333333;0.053308018
0;0.1;15;16;10;10;0.075;0.031174759
0;0.1;15;20;2;1;0.083333333;0.047727252
0;0.1;15;20;2;2;0.083333333;0.021240311
0;0.1;15;20;2;3;0.06;0.028163261
0;0.1;15;20;2;4;0.09;0.069427523
0;0.1;15;20;2;5;0.083333333;0.000588475
0;0.1;15;20;2;6;0.06;-0.003823093
0;0.1;15;20;2;7;0.083333333;-0.009553725
0;0.1;15;20;2;8;0.1;0.088657979
0;0.1;15;20;2;9;0.08;-0.009632263
0;0.1;15;20;2;10;0.07;0.053847586
0;0.1;15;20;4;1;0.073333333;0.040702503
0;0.1;15;20;4;2;0.11;0.036288643
0;0.1;15;20;4;3;0.093333333;0.051692565
0;0.1;15;20;4;4;0.076666667;0.021947518
0;0.1;15;20;4;5;0.063333333;0.008949961
0;0.1;15;20;4;6;0.053333333;0.000282314
0;0.1;15;20;4;7;0.073333333;0.030602861
0;0.1;15;20;4;8;0.076666667;0.035361768
0;0.1;15;20;4;9;0.056666667;0.030963393
0;0.1;15;20;4;10;0.076666667;0.042068435
0;0.1;15;20;6;1;0.06;0.026980959
0;0.1;15;20;6;2;0.07;0.044861031
0;0.1;15;20;6;3;0.093333333;0.019053109
0;0.1;15;20;6;4;0.063333333;0.02717245
0;0.1;15;20;6;5;0.076666667;0.089861531
0;0.1;15;20;6;6;0.093333333;0.049643108
0;0.1;15;20;6;7;0.076666667;0.022146242
0;0.1;15;20;6;8;0.06;0.070870194
0;0.1;15;20;6;9;0.103333333;0.119986872
0;0.1;15;20;6;10;0.066666667;0.055324382
0;0.1;15;20;8;1;0.093333333;-0.012948383
0;0.1;15;20;8;2;0.066666667;0.038711738
0;0.1;15;20;8;3;0.056666667;-0.008876958
0;0.1;15;20;8;4;0.09;0.046923779
0;0.1;15;20;8;5;0.086666667;0.098400088
0;0.1;15;20;8;6;0.093333333;0.154989272
0;0.1;15;20;8;7;0.083333333;0.121435238
0;0.1;15;20;8;8;0.093333333;0.060150279
0;0.1;15;20;8;9;0.086666667;0.080078127
0;0.1;15;20;8;10;0.073333333;0.028676451
0;0.1;15;20;10;1;0.083333333;0.057881242
0;0.1;15;20;10;2;0.086666667;0.100990164
0;0.1;15;20;10;3;0.076666667;-0.028591319
0;0.1;15;20;10;4;0.096666667;0.094845737
0;0.1;15;20;10;5;0.083333333;0.070697647
0;0.1;15;20;10;6;0.05;-0.000336038
0;0.1;15;20;10;7;0.093333333;0.0668273
0;0.1;15;20;10;8;0.086666667;0.034509986
0;0.1;15;20;10;9;0.06;0.081420363
0;0.1;15;20;10;10;0.073333333;0.053467075
0;0.1;20;4;2;1;0.125;0.151259781
0;0.1;20;4;2;2;0.025;0.058839938
0;0.1;20;4;2;3;0.05;0.25984274
0;0.1;20;4;2;4;0.0875;0.044176507
0;0.1;20;4;2;5;0.025;-0.032199322
0;0.1;20;4;2;6;0.05;-0.006861465
0;0.1;20;4;2;7;0.0625;0.028602636
0;0.1;20;4;2;8;0.0375;0.112211566
0;0.1;20;4;2;9;0.0375;0.012111578
0;0.1;20;4;2;10;0.0875;0.024947619
0;0.1;20;4;4;1;0.025;0.201585466
0;0.1;20;4;4;2;0.0875;-0.062996251
0;0.1;20;4;4;3;0.075;0.155080236
0;0.1;20;4;4;4;0.1125;0.235553286
0;0.1;20;4;4;5;0.0875;0.203005881
0;0.1;20;4;4;6;0.025;-0.034771821
0;0.1;20;4;4;7;0.1;0.129321247
0;0.1;20;4;4;8;0.0625;0.123428074
0;0.1;20;4;4;9;0.025;-0.188469878
0;0.1;20;4;4;10;0.05;-0.101810314
0;0.1;20;4;6;1;0.05;0.184273764
0;0.1;20;4;6;2;0.025;-0.026980273
0;0.1;20;4;6;3;0.025;-0.150008504
0;0.1;20;4;6;4;0.05;-0.044432254
0;0.1;20;4;6;5;0.0625;0.118529717
0;0.1;20;4;6;6;0.05;-0.042420171
0;0.1;20;4;6;7;0.0125;0.031897759
0;0.1;20;4;6;8;0.025;0.006234265
0;0.1;20;4;6;9;0.0125;-0.257457461
0;0.1;20;4;6;10;0.075;0.040583751
0;0.1;20;4;8;1;0.0375;-0.090705477
0;0.1;20;4;8;2;0.1125;0.09364252
0;0.1;20;4;8;3;0.025;-0.078029124
0;0.1;20;4;8;4;0.025;0.373657233
0;0.1;20;4;8;5;0.0375;0.077341245
0;0.1;20;4;8;6;0.0625;0.199142227
0;0.1;20;4;8;7;0.05;0.361297467
0;0.1;20;4;8;8;0.0875;0.456543972
0;0.1;20;4;8;9;0.0125;-0.017802638
0;0.1;20;4;8;10;0.0375;-0.082433007
0;0.1;20;4;10;1;0;-0.123371545
0;0.1;20;4;10;2;0.025;-0.371553306
0;0.1;20;4;10;3;0.15;0.466739262
0;0.1;20;4;10;4;0.0625;0.149617547
0;0.1;20;4;10;5;0.05;0.142447207
0;0.1;20;4;10;6;0.075;0.265113834
0;0.1;20;4;10;7;0.075;0.209988379
0;0.1;20;4;10;8;0.05;0.098445064
0;0.1;20;4;10;9;0.05;-0.119871705
0;0.1;20;4;10;10;0.05;-0.161033301
0;0.1;20;8;2;1;0.06875;0.007900681
0;0.1;20;8;2;2;0.025;-0.041448149
0;0.1;20;8;2;3;0.05;0.067587202
0;0.1;20;8;2;4;0.075;0.088624078
0;0.1;20;8;2;5;0.06875;-0.017230809
0;0.1;20;8;2;6;0.0125;0.031073285
0;0.1;20;8;2;7;0.0625;-0.032097287
0;0.1;20;8;2;8;0.05;-0.033612039
0;0.1;20;8;2;9;0.04375;0.002169408
0;0.1;20;8;2;10;0.0625;0.087726893
0;0.1;20;8;4;1;0.075;0.006179987
0;0.1;20;8;4;2;0.0625;0.099656568
0;0.1;20;8;4;3;0.05;-0.102091426
0;0.1;20;8;4;4;0.01875;-0.087124748
0;0.1;20;8;4;5;0.05;0.006793214
0;0.1;20;8;4;6;0.0625;0.129277521
0;0.1;20;8;4;7;0.05;-0.027237581
0;0.1;20;8;4;8;0.06875;0.096635093
0;0.1;20;8;4;9;0.0375;-0.041757856
0;0.1;20;8;4;10;0.075;0.031204124
0;0.1;20;8;6;1;0.04375;-0.029280391
0;0.1;20;8;6;2;0.0625;0.119109049
0;0.1;20;8;6;3;0.06875;0.192577735
0;0.1;20;8;6;4;0.05;-0.055112226
0;0.1;20;8;6;5;0.05625;0.067996081
0;0.1;20;8;6;6;0.01875;-0.002825824
0;0.1;20;8;6;7;0.06875;0.07477391
0;0.1;20;8;6;8;0.04375;-0.031947969
0;0.1;20;8;6;9;0.04375;-0.057181829
0;0.1;20;8;6;10;0.1;0.250296249
0;0.1;20;8;8;1;0.025;-0.062606321
0;0.1;20;8;8;2;0.05625;0.072579015
0;0.1;20;8;8;3;0.08125;0.033900811
0;0.1;20;8;8;4;0.05;0.14156224
0;0.1;20;8;8;5;0.05625;0.075078795
0;0.1;20;8;8;6;0.09375;0.192767652
0;0.1;20;8;8;7;0.04375;-0.056690997
0;0.1;20;8;8;8;0.0875;0.215856329
0;0.1;20;8;8;9;0.01875;-0.126561794
0;0.1;20;8;8;10;0.0625;0.071795761
0;0.1;20;8;10;1;0.075;0.095748704
0;0.1;20;8;10;2;0.01875;0.021270766
0;0.1;20;8;10;3;0.06875;0.332512906
0;0.1;20;8;10;4;0.0625;0.187263594
0;0.1;20;8;10;5;0.04375;0.097583855
0;0.1;20;8;10;6;0.0375;-0.08566887
0;0.1;20;8;10;7;0.06875;-0.076342945
0;0.1;20;8;10;8;0.03125;-0.062834248
0;0.1;20;8;10;9;0.08125;0.112255008
0;0.1;20;8;10;10;0.03125;-0.032042721
0;0.1;20;12;2;1;0.033333333;-0.036454638
0;0.1;20;12;2;2;0.033333333;-0.044165604
0;0.1;20;12;2;3;0.0875;0.057109929
0;0.1;20;12;2;4;0.0625;-0.021447575
0;0.1;20;12;2;5;0.083333333;0.025014237
0;0.1;20;12;2;6;0.0625;0.031969723
0;0.1;20;12;2;7;0.045833333;-0.010378953
0;0.1;20;12;2;8;0.033333333;0.031922115
0;0.1;20;12;2;9;0.066666667;0.031408201
0;0.1;20;12;2;10;0.041666667;0.00241142
0;0.1;20;12;4;1;0.045833333;-0.015369245
0;0.1;20;12;4;2;0.083333333;0.085058701
0;0.1;20;12;4;3;0.05;0.030988968
0;0.1;20;12;4;4;0.058333333;0.043732328
0;0.1;20;12;4;5;0.075;0.040464817
0;0.1;20;12;4;6;0.041666667;0.046094036
0;0.1;20;12;4;7;0.066666667;0.002349561
0;0.1;20;12;4;8;0.054166667;0.000659155
0;0.1;20;12;4;9;0.095833333;0.150883301
0;0.1;20;12;4;10;0.108333333;0.093090073
0;0.1;20;12;6;1;0.083333333;0.14832798
0;0.1;20;12;6;2;0.0375;0.046863029
0;0.1;20;12;6;3;0.070833333;0.044620714
0;0.1;20;12;6;4;0.058333333;0.017899404
0;0.1;20;12;6;5;0.05;0.061817966
0;0.1;20;12;6;6;0.0625;0.023761029
0;0.1;20;12;6;7;0.033333333;-0.058947129
0;0.1;20;12;6;8;0.041666667;0.00197773
0;0.1;20;12;6;9;0.045833333;0.051351298
0;0.1;20;12;6;10;0.054166667;0.09090274
0;0.1;20;12;8;1;0.0875;0.025435005
0;0.1;20;12;8;2;0.070833333;-0.005733446
0;0.1;20;12;8;3;0.095833333;0.169372789
0;0.1;20;12;8;4;0.075;-0.014623812
0;0.1;20;12;8;5;0.054166667;0.08627734
0;0.1;20;12;8;6;0.05;0.018646776
0;0.1;20;12;8;7;0.083333333;0.131603952
0;0.1;20;12;8;8;0.045833333;-0.036346259
0;0.1;20;12;8;9;0.05;0.008147673
0;0.1;20;12;8;10;0.066666667;0.089418174
0;0.1;20;12;10;1;0.041666667;0.02936565
0;0.1;20;12;10;2;0.104166667;0.106081325
0;0.1;20;12;10;3;0.045833333;0.111212357
0;0.1;20;12;10;4;0.041666667;-0.100101521
0;0.1;20;12;10;5;0.0625;0.022470695
0;0.1;20;12;10;6;0.058333333;-0.020291414
0;0.1;20;12;10;7;0.058333333;-0.015707248
0;0.1;20;12;10;8;0.075;0.073922623
0;0.1;20;12;10;9;0.0625;0.064305268
0;0.1;20;12;10;10;0.075;0.04075389
0;0.1;20;16;2;1;0.04375;-0.02073154
0;0.1;20;16;2;2;0.06875;0.04506916
0;0.1;20;16;2;3;0.0625;0.028516905
0;0.1;20;16;2;4;0.03125;0.002476424
0;0.1;20;16;2;5;0.05;0.033513828
0;0.1;20;16;2;6;0.034375;0.03059994
0;0.1;20;16;2;7;0.05625;0.03130416
0;0.1;20;16;2;8;0.071875;0.056304922
0;0.1;20;16;2;9;0.071875;0.026371549
0;0.1;20;16;2;10;0.071875;-0.013066186
0;0.1;20;16;4;1;0.046875;0.036541296
0;0.1;20;16;4;2;0.040625;0.07324795
0;0.1;20;16;4;3;0.059375;0.031727503
0;0.1;20;16;4;4;0.028125;0.018069211
0;0.1;20;16;4;5;0.053125;0.038921658
0;0.1;20;16;4;6;0.040625;0.000357107
0;0.1;20;16;4;7;0.059375;-0.022126073
0;0.1;20;16;4;8;0.053125;-0.003173867
0;0.1;20;16;4;9;0.059375;0.059402876
0;0.1;20;16;4;10;0.071875;0.042799397
0;0.1;20;16;6;1;0.046875;0.02220272
0;0.1;20;16;6;2;0.0625;0.050206712
0;0.1;20;16;6;3;0.03125;0.022931222
0;0.1;20;16;6;4;0.04375;0.028448696
0;0.1;20;16;6;5;0.06875;0.102254125
0;0.1;20;16;6;6;0.040625;0.003809312
0;0.1;20;16;6;7;0.075;0.057997967
0;0.1;20;16;6;8;0.05625;0.134578506
0;0.1;20;16;6;9;0.05;3.55E-05
0;0.1;20;16;6;10;0.065625;0.030519532
0;0.1;20;16;8;1;0.078125;0.142434779
0;0.1;20;16;8;2;0.0625;0.073736062
0;0.1;20;16;8;3;0.065625;0.054770584
0;0.1;20;16;8;4;0.08125;0.066359035
0;0.1;20;16;8;5;0.05;0.007188898
0;0.1;20;16;8;6;0.05;-0.006715497
0;0.1;20;16;8;7;0.053125;0.03539652
0;0.1;20;16;8;8;0.0625;0.007186665
0;0.1;20;16;8;9;0.06875;0.08490313
0;0.1;20;16;8;10;0.046875;0.090945771
0;0.1;20;16;10;1;0.0625;-0.000258572
0;0.1;20;16;10;2;0.08125;0.068557765
0;0.1;20;16;10;3;0.09375;0.188523279
0;0.1;20;16;10;4;0.05625;0.047922925
0;0.1;20;16;10;5;0.06875;0.085394728
0;0.1;20;16;10;6;0.05625;0.064288635
0;0.1;20;16;10;7;0.03125;0.009890625
0;0.1;20;16;10;8;0.06875;0.088774869
0;0.1;20;16;10;9;0.084375;0.099970043
0;0.1;20;16;10;10;0.05625;0.041448495
0;0.1;20;20;2;1;0.0775;0.008987958
0;0.1;20;20;2;2;0.055;0.011656631
0;0.1;20;20;2;3;0.08;0.03377695
0;0.1;20;20;2;4;0.06;0.031154115
0;0.1;20;20;2;5;0.05;-0.005551763
0;0.1;20;20;2;6;0.0575;0.042062656
0;0.1;20;20;2;7;0.0625;0.006672071
0;0.1;20;20;2;8;0.04;0.036077235
0;0.1;20;20;2;9;0.05;-0.002466407
0;0.1;20;20;2;10;0.0675;0.022848112
0;0.1;20;20;4;1;0.0575;0.010900941
0;0.1;20;20;4;2;0.035;0.002562032
0;0.1;20;20;4;3;0.0775;0.050494625
0;0.1;20;20;4;4;0.035;0.017063211
0;0.1;20;20;4;5;0.0425;0.037987502
0;0.1;20;20;4;6;0.06;0.04555397
0;0.1;20;20;4;7;0.05;-0.008467027
0;0.1;20;20;4;8;0.075;0.05190908
0;0.1;20;20;4;9;0.055;0.005378597
0;0.1;20;20;4;10;0.0475;-0.019349643
0;0.1;20;20;6;1;0.0425;0.033422979
0;0.1;20;20;6;2;0.0525;0.027168406
0;0.1;20;20;6;3;0.055;0.034160188
0;0.1;20;20;6;4;0.05;0.016843134
0;0.1;20;20;6;5;0.0725;0.055309909
0;0.1;20;20;6;6;0.04;0.002449551
0;0.1;20;20;6;7;0.0675;0.023104899
0;0.1;20;20;6;8;0.055;0.018985289
0;0.1;20;20;6;9;0.0775;0.067244946
0;0.1;20;20;6;10;0.0575;0.047473091
0;0.1;20;20;8;1;0.035;0.013567908
0;0.1;20;20;8;2;0.0475;0.031173399
0;0.1;20;20;8;3;0.055;0.013244088
0;0.1;20;20;8;4;0.08;0.069208487
0;0.1;20;20;8;5;0.06;0.021878391
0;0.1;20;20;8;6;0.0525;0.015589178
0;0.1;20;20;8;7;0.0625;0.086402445
0;0.1;20;20;8;8;0.05;0.021297524
0;0.1;20;20;8;9;0.0825;0.143615088
0;0.1;20;20;8;10;0.045;0.036355217
0;0.1;20;20;10;1;0.0575;0.060442434
0;0.1;20;20;10;2;0.045;0.016232176
0;0.1;20;20;10;3;0.06;0.109623338
0;0.1;20;20;10;4;0.0625;0.071656411
0;0.1;20;20;10;5;0.05;0.0196384
0;0.1;20;20;10;6;0.0525;0.108584021
0;0.1;20;20;10;7;0.0725;0.020468585
0;0.1;20;20;10;8;0.0425;0.058910999
0;0.1;20;20;10;9;0.0775;0.1181278
0;0.1;20;20;10;10;0.0475;0.043997301
0;0.1;25;4;2;1;0.07;0.194235781
0;0.1;25;4;2;2;0.04;-0.062688403
0;0.1;25;4;2;3;0.03;0.092298121
0;0.1;25;4;2;4;0.02;-0.006433228
0;0.1;25;4;2;5;0.03;0.000691136
0;0.1;25;4;2;6;0.03;-0.017952133
0;0.1;25;4;2;7;0.08;-0.059660392
0;0.1;25;4;2;8;0.06;-0.037964928
0;0.1;25;4;2;9;0.02;-0.023819306
0;0.1;25;4;2;10;0.01;0.034744268
0;0.1;25;4;4;1;0.05;0.073328245
0;0.1;25;4;4;2;0.06;0.069325921
0;0.1;25;4;4;3;0.05;0.191010334
0;0.1;25;4;4;4;0.07;0.037604916
0;0.1;25;4;4;5;0.04;0.094213857
0;0.1;25;4;4;6;0.03;-0.008532879
0;0.1;25;4;4;7;0.06;-0.095178403
0;0.1;25;4;4;8;0;-0.042326987
0;0.1;25;4;4;9;0.09;0.10783247
0;0.1;25;4;4;10;0.09;0.344013256
0;0.1;25;4;6;1;0.04;-0.188282349
0;0.1;25;4;6;2;0.01;-0.003299333
0;0.1;25;4;6;3;0.07;0.066447382
0;0.1;25;4;6;4;0.02;0.252444955
0;0.1;25;4;6;5;0.02;-0.097758151
0;0.1;25;4;6;6;0.04;0.132249073
0;0.1;25;4;6;7;0.04;0.033526703
0;0.1;25;4;6;8;0.05;0.217628706
0;0.1;25;4;6;9;0.04;-0.035229271
0;0.1;25;4;6;10;0.01;-0.259089873
0;0.1;25;4;8;1;0.04;-0.027955428
0;0.1;25;4;8;2;0.03;0.030374933
0;0.1;25;4;8;3;0.04;-0.017969148
0;0.1;25;4;8;4;0.04;0.277323436
0;0.1;25;4;8;5;0.06;0.226900838
0;0.1;25;4;8;6;0.03;-0.259827131
0;0.1;25;4;8;7;0.01;-0.22857226
0;0.1;25;4;8;8;0.02;-0.147912014
0;0.1;25;4;8;9;0.05;-0.146206139
0;0.1;25;4;8;10;0.02;0.143277622
0;0.1;25;4;10;1;0.1;0.28498454
0;0.1;25;4;10;2;0.03;-0.107132041
0;0.1;25;4;10;3;0.04;0.207983576
0;0.1;25;4;10;4;0.04;0.229429823
0;0.1;25;4;10;5;0.04;-0.121927217
0;0.1;25;4;10;6;0.02;-0.143413416
0;0.1;25;4;10;7;0.03;-0.169595866
0;0.1;25;4;10;8;0.01;-0.091988003
0;0.1;25;4;10;9;0.04;-0.072943646
0;0.1;25;4;10;10;0.04;0.379607327
0;0.1;25;8;2;1;0.07;0.057912558
0;0.1;25;8;2;2;0.035;0.056945887
0;0.1;25;8;2;3;0.035;0.033546207
0;0.1;25;8;2;4;0.02;0.01708554
0;0.1;25;8;2;5;0.07;0.110530781
0;0.1;25;8;2;6;0.045;-0.019950845
0;0.1;25;8;2;7;0.03;-0.054440922
0;0.1;25;8;2;8;0.055;0.003484526
0;0.1;25;8;2;9;0.035;-0.02160223
0;0.1;25;8;2;10;0.035;-0.016322417
0;0.1;25;8;4;1;0.055;0.052024469
0;0.1;25;8;4;2;0.035;0.002461712
0;0.1;25;8;4;3;0.045;0.051892316
0;0.1;25;8;4;4;0.065;0.054629468
0;0.1;25;8;4;5;0.06;0.105786128
0;0.1;25;8;4;6;0.03;-0.006016028
0;0.1;25;8;4;7;0.05;0.017434696
0;0.1;25;8;4;8;0.025;-0.041881014
0;0.1;25;8;4;9;0.07;0.082546374
0;0.1;25;8;4;10;0.06;0.005678013
0;0.1;25;8;6;1;0.055;0.165565692
0;0.1;25;8;6;2;0.025;0.011778534
0;0.1;25;8;6;3;0.055;0.122769111
0;0.1;25;8;6;4;0.055;0.020491094
0;0.1;25;8;6;5;0.035;-0.029031954
0;0.1;25;8;6;6;0.06;-0.031395998
0;0.1;25;8;6;7;0.055;0.058592518
0;0.1;25;8;6;8;0.04;0.039213535
0;0.1;25;8;6;9;0.055;-0.047221285
0;0.1;25;8;6;10;0.04;0.017224606
0;0.1;25;8;8;1;0.04;-0.01291585
0;0.1;25;8;8;2;0.05;0.164592912
0;0.1;25;8;8;3;0.035;-0.013528965
0;0.1;25;8;8;4;0.055;0.098712677
0;0.1;25;8;8;5;0.055;0.25548499
0;0.1;25;8;8;6;0.03;0.058680692
0;0.1;25;8;8;7;0.05;0.049200971
0;0.1;25;8;8;8;0.07;0.060049131
0;0.1;25;8;8;9;0.06;-0.040238752
0;0.1;25;8;8;10;0.05;0.048674234
0;0.1;25;8;10;1;0.01;0.054369582
0;0.1;25;8;10;2;0.06;0.266146639
0;0.1;25;8;10;3;0.06;0.083785622
0;0.1;25;8;10;4;0.02;-0.024444712
0;0.1;25;8;10;5;0.055;0.018980459
0;0.1;25;8;10;6;0.075;0.249615021
0;0.1;25;8;10;7;0.04;0.122639512
0;0.1;25;8;10;8;0.05;0.050042441
0;0.1;25;8;10;9;0.055;0.090902367
0;0.1;25;8;10;10;0.055;-0.028925126
0;0.1;25;12;2;1;0.053333333;-0.013250763
0;0.1;25;12;2;2;0.043333333;0.066159622
0;0.1;25;12;2;3;0.043333333;0.022215888
0;0.1;25;12;2;4;0.043333333;-0.014777119
0;0.1;25;12;2;5;0.063333333;-0.002383586
0;0.1;25;12;2;6;0.036666667;0.05539841
0;0.1;25;12;2;7;0.05;0.006107158
0;0.1;25;12;2;8;0.053333333;0.021051281
0;0.1;25;12;2;9;0.033333333;0.016416598
0;0.1;25;12;2;10;0.043333333;0.017337311
0;0.1;25;12;4;1;0.03;-0.003695483
0;0.1;25;12;4;2;0.046666667;-0.016157621
0;0.1;25;12;4;3;0.086666667;0.008288904
0;0.1;25;12;4;4;0.076666667;0.029757467
