cov;id;i;o;p;it;DS;HS
0;0.75;40;12;6;1;0.235416667;1.937302698
0;0.75;40;12;6;2;0.264583333;2.056048134
0;0.75;40;12;6;3;0.247916667;1.956292168
0;0.75;40;12;6;4;0.270833333;1.980372317
0;0.75;40;12;6;5;0.241666667;1.944653778
0;0.75;40;12;6;6;0.222916667;1.836187915
0;0.75;40;12;6;7;0.208333333;1.909471786
0;0.75;40;12;6;8;0.222916667;1.903485184
0;0.75;40;12;6;9;0.239583333;1.914776138
0;0.75;40;12;6;10;0.225;1.911815439
0;0.75;40;12;8;1;0.291666667;2.514710224
0;0.75;40;12;8;2;0.3125;2.557722816
0;0.75;40;12;8;3;0.316666667;2.438230544
0;0.75;40;12;8;4;0.327083333;2.743261939
0;0.75;40;12;8;5;0.30625;2.720685717
0;0.75;40;12;8;6;0.275;2.600321344
0;0.75;40;12;8;7;0.325;2.678269708
0;0.75;40;12;8;8;0.34375;2.677524447
0;0.75;40;12;8;9;0.335416667;2.699605034
0;0.75;40;12;8;10;0.322916667;2.58058026
0;0.75;40;12;10;1;0.422916667;3.213277773
0;0.75;40;12;10;2;0.366666667;3.092161328
0;0.75;40;12;10;3;0.379166667;3.153825209
0;0.75;40;12;10;4;0.379166667;3.198872352
0;0.75;40;12;10;5;0.370833333;3.172698427
0;0.75;40;12;10;6;0.383333333;3.288767885
0;0.75;40;12;10;7;0.4125;3.29388286
0;0.75;40;12;10;8;0.38125;3.205266864
0;0.75;40;12;10;9;0.420833333;3.352800883
0;0.75;40;12;10;10;0.36875;3.174352573
0;0.75;40;16;2;1;0.1;0.634715081
0;0.75;40;16;2;2;0.0859375;0.663725523
0;0.75;40;16;2;3;0.1015625;0.703591718
0;0.75;40;16;2;4;0.10625;0.703076182
0;0.75;40;16;2;5;0.078125;0.570204513
0;0.75;40;16;2;6;0.0921875;0.601290607
0;0.75;40;16;2;7;0.06875;0.647236316
0;0.75;40;16;2;8;0.0890625;0.598395493
0;0.75;40;16;2;9;0.0890625;0.588478229
0;0.75;40;16;2;10;0.09375;0.648853742
0;0.75;40;16;4;1;0.171875;1.204025211
0;0.75;40;16;4;2;0.1765625;1.273579744
0;0.75;40;16;4;3;0.1859375;1.287478678
0;0.75;40;16;4;4;0.153125;1.335952806
0;0.75;40;16;4;5;0.19375;1.344322695
0;0.75;40;16;4;6;0.1578125;1.346625759
0;0.75;40;16;4;7;0.178125;1.289337018
0;0.75;40;16;4;8;0.16875;1.233847127
0;0.75;40;16;4;9;0.184375;1.32575793
0;0.75;40;16;4;10;0.18125;1.239273593
0;0.75;40;16;6;1;0.26875;1.937383179
0;0.75;40;16;6;2;0.2546875;1.932588904
0;0.75;40;16;6;3;0.253125;1.934147115
0;0.75;40;16;6;4;0.24375;1.94059539
0;0.75;40;16;6;5;0.240625;1.797174372
0;0.75;40;16;6;6;0.2640625;1.937621188
0;0.75;40;16;6;7;0.2953125;1.906144459
0;0.75;40;16;6;8;0.259375;1.942680979
0;0.75;40;16;6;9;0.2609375;1.939062881
0;0.75;40;16;6;10;0.2546875;1.915243587
0;0.75;40;16;8;1;0.3453125;2.666287879
0;0.75;40;16;8;2;0.328125;2.493477563
0;0.75;40;16;8;3;0.3203125;2.493701947
0;0.75;40;16;8;4;0.3640625;2.642380225
0;0.75;40;16;8;5;0.3265625;2.612165894
0;0.75;40;16;8;6;0.31875;2.48580367
0;0.75;40;16;8;7;0.321875;2.428450735
0;0.75;40;16;8;8;0.3453125;2.786352008
0;0.75;40;16;8;9;0.325;2.475465608
0;0.75;40;16;8;10;0.3484375;2.463404052
0;0.75;40;16;10;1;0.4078125;3.207482668
0;0.75;40;16;10;2;0.421875;3.215182867
0;0.75;40;16;10;3;0.4328125;3.077039609
0;0.75;40;16;10;4;0.4109375;3.271207048
0;0.75;40;16;10;5;0.4015625;3.194242167
0;0.75;40;16;10;6;0.390625;3.269439174
0;0.75;40;16;10;7;0.440625;3.134380342
0;0.75;40;16;10;8;0.428125;3.133218304
0;0.75;40;16;10;9;0.409375;3.17261756
0;0.75;40;16;10;10;0.4265625;3.237913396
0;0.75;40;20;2;1;0.09;0.659993147
0;0.75;40;20;2;2;0.10125;0.61483098
0;0.75;40;20;2;3;0.07375;0.590173317
0;0.75;40;20;2;4;0.09375;0.592304998
0;0.75;40;20;2;5;0.09375;0.648597353
0;0.75;40;20;2;6;0.09375;0.599356596
0;0.75;40;20;2;7;0.09625;0.612244764
0;0.75;40;20;2;8;0.1;0.642448612
0;0.75;40;20;2;9;0.11;0.633473221
0;0.75;40;20;2;10;0.09625;0.701428926
0;0.75;40;20;4;1;0.16375;1.308607509
0;0.75;40;20;4;2;0.1675;1.219666958
0;0.75;40;20;4;3;0.15625;1.166600072
0;0.75;40;20;4;4;0.18125;1.2484402
0;0.75;40;20;4;5;0.17375;1.307175544
0;0.75;40;20;4;6;0.17625;1.374677956
0;0.75;40;20;4;7;0.17625;1.226609792
0;0.75;40;20;4;8;0.15875;1.284441038
0;0.75;40;20;4;9;0.16625;1.365693527
0;0.75;40;20;4;10;0.185;1.360548358
0;0.75;40;20;6;1;0.255;1.971364629
0;0.75;40;20;6;2;0.2475;1.861623364
0;0.75;40;20;6;3;0.2625;2.018127992
0;0.75;40;20;6;4;0.26375;1.960766329
0;0.75;40;20;6;5;0.26125;1.922551176
0;0.75;40;20;6;6;0.28125;1.950264978
0;0.75;40;20;6;7;0.24;1.945409455
0;0.75;40;20;6;8;0.28625;1.962991106
0;0.75;40;20;6;9;0.25;1.948430369
0;0.75;40;20;6;10;0.27125;1.939230265
0;0.75;40;20;8;1;0.3325;2.66380161
0;0.75;40;20;8;2;0.3275;2.577603933
0;0.75;40;20;8;3;0.34375;2.74119497
0;0.75;40;20;8;4;0.34625;2.500228003
0;0.75;40;20;8;5;0.34875;2.636980353
0;0.75;40;20;8;6;0.35;2.536177588
0;0.75;40;20;8;7;0.34875;2.539243653
0;0.75;40;20;8;8;0.355;2.628425291
0;0.75;40;20;8;9;0.33625;2.519958794
0;0.75;40;20;8;10;0.3775;2.602453988
0;0.75;40;20;10;1;0.4275;3.160470017
0;0.75;40;20;10;2;0.46125;3.34412703
0;0.75;40;20;10;3;0.43625;3.340580606
0;0.75;40;20;10;4;0.43875;3.3188458
0;0.75;40;20;10;5;0.435;3.194944417
0;0.75;40;20;10;6;0.41375;3.233281203
0;0.75;40;20;10;7;0.425;3.084529302
0;0.75;40;20;10;8;0.425;3.300497686
0;0.75;40;20;10;9;0.46625;3.403231097
0;0.75;40;20;10;10;0.42125;3.214216297
0;1;5;4;2;1;0.4;1.158823053
0;1;5;4;2;2;0.5;1.354787864
0;1;5;4;2;3;0.5;1.080783098
0;1;5;4;2;4;0.4;1.942387524
0;1;5;4;2;5;0.35;0.987213757
0;1;5;4;2;6;0.3;0.94947504
0;1;5;4;2;7;0.5;0.868298187
0;1;5;4;2;8;0.55;1.487320518
0;1;5;4;2;9;0.55;1.646440888
0;1;5;4;2;10;0.5;0.724766237
0;1;5;4;4;1;0.3;0.781872344
0;1;5;4;4;2;0.35;1.676751906
0;1;5;4;4;3;0.6;2.005660268
0;1;5;4;4;4;0.55;2.240435308
0;1;5;4;4;5;0.55;1.812678833
0;1;5;4;4;6;0.55;2.328883021
0;1;5;4;4;7;0.45;1.408695753
0;1;5;4;4;8;0.35;1.426479237
0;1;5;4;4;9;0.55;1.920253154
0;1;5;4;4;10;0.45;2.365039603
0;1;5;4;6;1;0.85;3.749855229
0;1;5;4;6;2;0.55;2.618283073
0;1;5;4;6;3;0.45;3.490386273
0;1;5;4;6;4;0.5;2.532971255
0;1;5;4;6;5;0.6;3.520140089
0;1;5;4;6;6;0.65;3.915559599
0;1;5;4;6;7;0.8;2.78913793
0;1;5;4;6;8;0.8;2.509217022
0;1;5;4;6;9;0.55;3.678641755
0;1;5;4;6;10;0.65;2.86632472
0;1;5;4;8;1;0.7;4.033564047
0;1;5;4;8;2;0.7;4.617585799
0;1;5;4;8;3;0.85;5.99274995
0;1;5;4;8;4;0.35;3.417332633
0;1;5;4;8;5;0.5;2.771102361
0;1;5;4;8;6;0.85;4.990753991
0;1;5;4;8;7;0.6;5.006244994
0;1;5;4;8;8;0.7;5.042017782
0;1;5;4;8;9;0.75;4.743788824
0;1;5;4;8;10;0.6;3.145765475
0;1;5;4;10;1;0.65;5.005396983
0;1;5;4;10;2;0.4;5.079723175
0;1;5;4;10;3;0.5;5.572997884
0;1;5;4;10;4;0.85;5.764709549
0;1;5;4;10;5;0.65;5.023428506
0;1;5;4;10;6;0.55;5.309469447
0;1;5;4;10;7;0.4;4.805057308
0;1;5;4;10;8;0.75;5.387930468
0;1;5;4;10;9;0.7;4.6264246
0;1;5;4;10;10;0.75;6.198491089
0;1;5;8;2;1;0.5;1.021987821
0;1;5;8;2;2;0.3;0.966048925
0;1;5;8;2;3;0.525;0.685577903
0;1;5;8;2;4;0.45;0.879766438
0;1;5;8;2;5;0.475;0.752476333
0;1;5;8;2;6;0.775;1.548995292
0;1;5;8;2;7;0.5;1.111782254
0;1;5;8;2;8;0.45;0.99396832
0;1;5;8;2;9;0.475;0.952528456
0;1;5;8;2;10;0.35;0.659650246
0;1;5;8;4;1;0.55;1.737905712
0;1;5;8;4;2;0.625;1.710335923
0;1;5;8;4;3;0.55;1.569280002
0;1;5;8;4;4;0.7;1.81206077
0;1;5;8;4;5;0.775;2.905844238
0;1;5;8;4;6;0.775;2.38461129
0;1;5;8;4;7;0.725;2.356117069
0;1;5;8;4;8;0.625;1.507304102
0;1;5;8;4;9;0.6;1.644601584
0;1;5;8;4;10;0.625;2.092564743
0;1;5;8;6;1;0.825;3.360834063
0;1;5;8;6;2;0.775;2.962791466
0;1;5;8;6;3;0.675;2.621938881
0;1;5;8;6;4;0.775;2.718605258
0;1;5;8;6;5;0.775;3.107692106
0;1;5;8;6;6;0.8;3.047781859
0;1;5;8;6;7;0.7;3.338643241
0;1;5;8;6;8;0.9;3.502508593
0;1;5;8;6;9;0.725;3.062918952
0;1;5;8;6;10;0.75;3.063348826
0;1;5;8;8;1;0.85;3.985304185
0;1;5;8;8;2;0.875;3.960684319
0;1;5;8;8;3;0.75;3.640081775
0;1;5;8;8;4;0.825;3.851196859
0;1;5;8;8;5;0.825;4.219280047
0;1;5;8;8;6;0.85;3.888716138
0;1;5;8;8;7;0.775;4.033247787
0;1;5;8;8;8;0.8;4.639892222
0;1;5;8;8;9;0.825;3.919622586
0;1;5;8;8;10;0.825;4.375540995
0;1;5;8;10;1;0.9;5.264244538
0;1;5;8;10;2;0.9;4.623038543
0;1;5;8;10;3;0.875;6.48977035
0;1;5;8;10;4;0.85;5.8493671
0;1;5;8;10;5;0.825;4.231603214
0;1;5;8;10;6;0.85;5.031763084
0;1;5;8;10;7;0.775;4.589160131
0;1;5;8;10;8;0.9;4.855532265
0;1;5;8;10;9;0.9;5.044945209
0;1;5;8;10;10;0.85;4.809988183
0;1;5;12;2;1;0.516666667;1.062644608
0;1;5;12;2;2;0.566666667;1.081955213
0;1;5;12;2;3;0.633333333;1.217007529
0;1;5;12;2;4;0.433333333;0.92261926
0;1;5;12;2;5;0.45;0.812808506
0;1;5;12;2;6;0.416666667;0.923410272
0;1;5;12;2;7;0.633333333;1.294657812
0;1;5;12;2;8;0.383333333;0.906552647
0;1;5;12;2;9;0.466666667;1.16665955
0;1;5;12;2;10;0.516666667;1.137574362
0;1;5;12;4;1;0.733333333;2.422285306
0;1;5;12;4;2;0.716666667;2.720064757
0;1;5;12;4;3;0.683333333;2.214399771
0;1;5;12;4;4;0.616666667;1.757556412
0;1;5;12;4;5;0.683333333;1.686382925
0;1;5;12;4;6;0.666666667;1.647680673
0;1;5;12;4;7;0.733333333;2.190389705
0;1;5;12;4;8;0.6;2.150454434
0;1;5;12;4;9;0.816666667;2.355432067
0;1;5;12;4;10;0.55;1.705085334
0;1;5;12;6;1;0.733333333;3.115777215
0;1;5;12;6;2;0.816666667;2.642783789
0;1;5;12;6;3;0.8;3.082711436
0;1;5;12;6;4;0.7;3.152131114
0;1;5;12;6;5;0.683333333;3.022415457
0;1;5;12;6;6;0.833333333;2.963705449
0;1;5;12;6;7;0.75;3.235768535
0;1;5;12;6;8;0.766666667;2.458512612
0;1;5;12;6;9;0.816666667;3.401413476
0;1;5;12;6;10;0.85;3.23950461
0;1;5;12;8;1;0.883333333;3.562992957
0;1;5;12;8;2;0.8;3.59382637
0;1;5;12;8;3;0.816666667;3.568622573
0;1;5;12;8;4;0.883333333;4.239073669
0;1;5;12;8;5;0.883333333;4.113075016
0;1;5;12;8;6;0.933333333;4.444296947
0;1;5;12;8;7;0.933333333;4.964877376
0;1;5;12;8;8;0.85;4.001450721
0;1;5;12;8;9;0.916666667;4.215255006
0;1;5;12;8;10;0.766666667;3.317382062
0;1;5;12;10;1;0.866666667;5.236285239
0;1;5;12;10;2;0.866666667;4.601813633
0;1;5;12;10;3;0.866666667;4.600738018
0;1;5;12;10;4;0.883333333;4.670558665
0;1;5;12;10;5;0.866666667;5.187221546
0;1;5;12;10;6;0.883333333;4.649920231
0;1;5;12;10;7;0.916666667;4.425152585
0;1;5;12;10;8;0.883333333;5.626029309
0;1;5;12;10;9;0.916666667;5.223913315
0;1;5;12;10;10;0.85;4.526246903
0;1;5;16;2;1;0.575;0.963876614
0;1;5;16;2;2;0.525;0.909757659
0;1;5;16;2;3;0.4875;0.937371834
0;1;5;16;2;4;0.55;1.155522476
0;1;5;16;2;5;0.5375;1.233747144
0;1;5;16;2;6;0.4375;0.857891854
0;1;5;16;2;7;0.5375;1.177273765
0;1;5;16;2;8;0.575;1.157639814
0;1;5;16;2;9;0.5125;0.934238141
0;1;5;16;2;10;0.55;0.784999069
0;1;5;16;4;1;0.7;2.449806366
0;1;5;16;4;2;0.6375;1.982075096
0;1;5;16;4;3;0.6375;2.11385348
0;1;5;16;4;4;0.725;1.885596298
0;1;5;16;4;5;0.7625;2.123977248
0;1;5;16;4;6;0.75;2.109452356
0;1;5;16;4;7;0.7125;2.522384481
0;1;5;16;4;8;0.6375;1.828652113
0;1;5;16;4;9;0.7625;2.055165193
0;1;5;16;4;10;0.525;1.370931855
0;1;5;16;6;1;0.8125;2.84014488
0;1;5;16;6;2;0.8875;3.288468702
0;1;5;16;6;3;0.8;3.306839474
0;1;5;16;6;4;0.7125;2.679169545
0;1;5;16;6;5;0.725;2.946968663
0;1;5;16;6;6;0.825;2.699352751
0;1;5;16;6;7;0.8375;3.044734758
0;1;5;16;6;8;0.7875;2.870393031
0;1;5;16;6;9;0.7875;3.28530776
0;1;5;16;6;10;0.85;2.716386341
0;1;5;16;8;1;0.9125;4.465273141
0;1;5;16;8;2;0.85;3.499044873
0;1;5;16;8;3;0.8;3.140542011
0;1;5;16;8;4;0.8625;3.547678528
0;1;5;16;8;5;0.875;3.520193089
0;1;5;16;8;6;0.8375;3.855892021
0;1;5;16;8;7;0.85;3.884442527
0;1;5;16;8;8;0.8125;3.925102308
0;1;5;16;8;9;0.85;3.768773127
0;1;5;16;8;10;0.875;4.042128562
0;1;5;16;10;1;0.8875;4.540502687
0;1;5;16;10;2;0.925;4.731777079
0;1;5;16;10;3;0.875;4.51359509
0;1;5;16;10;4;0.9;4.766712934
0;1;5;16;10;5;0.9;4.846157345
0;1;5;16;10;6;0.9;4.771521179
0;1;5;16;10;7;0.9;5.113699539
0;1;5;16;10;8;0.85;4.395979146
0;1;5;16;10;9;0.875;4.928501532
0;1;5;16;10;10;0.875;4.663347504
0;1;5;20;2;1;0.53;0.90973242
0;1;5;20;2;2;0.55;1.004185063
0;1;5;20;2;3;0.52;1.228835813
0;1;5;20;2;4;0.59;1.013756961
0;1;5;20;2;5;0.41;0.60390118
0;1;5;20;2;6;0.49;0.834298484
0;1;5;20;2;7;0.52;0.874742949
0;1;5;20;2;8;0.46;0.960660072
0;1;5;20;2;9;0.49;1.092938258
0;1;5;20;2;10;0.52;1.31862972
0;1;5;20;4;1;0.67;1.692896203
0;1;5;20;4;2;0.61;1.788413305
0;1;5;20;4;3;0.68;1.696312668
0;1;5;20;4;4;0.71;2.293599962
0;1;5;20;4;5;0.74;2.059340221
0;1;5;20;4;6;0.63;2.107966989
0;1;5;20;4;7;0.77;2.274020234
0;1;5;20;4;8;0.69;2.105252553
0;1;5;20;4;9;0.66;2.029475227
0;1;5;20;4;10;0.73;1.855735369
0;1;5;20;6;1;0.85;3.435524616
0;1;5;20;6;2;0.84;2.951951541
0;1;5;20;6;3;0.84;3.05379665
0;1;5;20;6;4;0.76;3.116493768
0;1;5;20;6;5;0.82;2.826829693
0;1;5;20;6;6;0.77;2.621411687
0;1;5;20;6;7;0.74;2.971201741
0;1;5;20;6;8;0.85;2.850823502
0;1;5;20;6;9;0.78;2.979012467
0;1;5;20;6;10;0.76;2.831721589
0;1;5;20;8;1;0.88;4.071297852
0;1;5;20;8;2;0.86;3.708374908
0;1;5;20;8;3;0.92;4.268735223
0;1;5;20;8;4;0.93;4.343795591
0;1;5;20;8;5;0.9;3.924456523
0;1;5;20;8;6;0.93;4.05382408
0;1;5;20;8;7;0.86;3.654114365
0;1;5;20;8;8;0.85;3.764954489
0;1;5;20;8;9;0.87;3.691491578
0;1;5;20;8;10;0.85;4.331889415
0;1;5;20;10;1;0.92;4.853418319
0;1;5;20;10;2;0.92;4.648007945
0;1;5;20;10;3;0.96;5.213393081
0;1;5;20;10;4;0.93;4.776372944
0;1;5;20;10;5;0.92;4.985047095
0;1;5;20;10;6;0.86;4.924976862
0;1;5;20;10;7;0.88;5.270051303
0;1;5;20;10;8;0.97;5.268390206
0;1;5;20;10;9;0.94;4.689332253
0;1;5;20;10;10;0.93;5.259992668
0;1;10;4;2;1;0.3;1.111112614
0;1;10;4;2;2;0.35;1.152435528
0;1;10;4;2;3;0.275;1.013940064
0;1;10;4;2;4;0.325;1.271024339
0;1;10;4;2;5;0.2;0.895451772
0;1;10;4;2;6;0.2;0.717182421
0;1;10;4;2;7;0.375;1.518333846
0;1;10;4;2;8;0.425;1.267541572
0;1;10;4;2;9;0.525;1.468671041
0;1;10;4;2;10;0.125;0.902114905
0;1;10;4;4;1;0.525;1.904668441
0;1;10;4;4;2;0.525;2.420410514
0;1;10;4;4;3;0.4;1.452363952
0;1;10;4;4;4;0.425;2.145403916
0;1;10;4;4;5;0.6;2.483201249
0;1;10;4;4;6;0.525;2.211819273
0;1;10;4;4;7;0.45;2.720660961
0;1;10;4;4;8;0.475;1.943146862
0;1;10;4;4;9;0.45;2.108576406
0;1;10;4;4;10;0.425;1.983202012
0;1;10;4;6;1;0.45;2.685827081
0;1;10;4;6;2;0.525;3.135498442
0;1;10;4;6;3;0.625;3.899249359
0;1;10;4;6;4;0.625;3.820053318
0;1;10;4;6;5;0.375;2.575334161
0;1;10;4;6;6;0.5;3.193619193
0;1;10;4;6;7;0.525;3.269686822
0;1;10;4;6;8;0.6;3.340227965
0;1;10;4;6;9;0.525;3.120846463
0;1;10;4;6;10;0.35;2.358514737
0;1;10;4;8;1;0.625;3.720144933
0;1;10;4;8;2;0.525;4.144251347
0;1;10;4;8;3;0.5;3.539237268
0;1;10;4;8;4;0.65;3.874401928
0;1;10;4;8;5;0.575;3.978104192
0;1;10;4;8;6;0.6;3.661179255
0;1;10;4;8;7;0.65;4.281084408
0;1;10;4;8;8;0.5;3.707316756
0;1;10;4;8;9;0.45;3.852460159
0;1;10;4;8;10;0.55;3.828899196
0;1;10;4;10;1;0.75;5.687353054
0;1;10;4;10;2;0.725;5.445708814
0;1;10;4;10;3;0.725;5.196114976
0;1;10;4;10;4;0.775;5.477473988
0;1;10;4;10;5;0.575;5.432778386
0;1;10;4;10;6;0.65;4.456423487
0;1;10;4;10;7;0.475;4.609925033
0;1;10;4;10;8;0.85;5.226480016
0;1;10;4;10;9;0.625;4.908014783
0;1;10;4;10;10;0.55;4.191307019
0;1;10;8;2;1;0.3375;0.947657584
0;1;10;8;2;2;0.275;0.960995947
0;1;10;8;2;3;0.2625;0.808084963
0;1;10;8;2;4;0.3875;1.284919116
0;1;10;8;2;5;0.3125;0.984393236
0;1;10;8;2;6;0.275;1.055134363
0;1;10;8;2;7;0.3625;0.9984201
0;1;10;8;2;8;0.25;0.959189684
0;1;10;8;2;9;0.4;1.133066985
0;1;10;8;2;10;0.3125;0.947636981
0;1;10;8;4;1;0.4;1.609369682
0;1;10;8;4;2;0.475;1.985369608
0;1;10;8;4;3;0.45;1.999870854
0;1;10;8;4;4;0.4875;2.225651487
0;1;10;8;4;5;0.5125;1.869257396
0;1;10;8;4;6;0.375;1.488356404
0;1;10;8;4;7;0.4;1.69304162
0;1;10;8;4;8;0.425;1.770160684
0;1;10;8;4;9;0.4125;2.075263653
0;1;10;8;4;10;0.5625;2.103725732
0;1;10;8;6;1;0.6375;3.253909484
0;1;10;8;6;2;0.7;3.175269345
0;1;10;8;6;3;0.6;2.866218472
0;1;10;8;6;4;0.475;2.478355643
0;1;10;8;6;5;0.7;3.229106226
0;1;10;8;6;6;0.675;3.136589667
0;1;10;8;6;7;0.6375;3.263645739
0;1;10;8;6;8;0.575;2.443118349
0;1;10;8;6;9;0.6875;3.091515746
0;1;10;8;6;10;0.6125;2.836412141
0;1;10;8;8;1;0.7;3.922298825
0;1;10;8;8;2;0.75;4.449657071
0;1;10;8;8;3;0.7375;4.29751219
0;1;10;8;8;4;0.675;3.478038648
0;1;10;8;8;5;0.5875;3.348179543
0;1;10;8;8;6;0.675;4.052435795
0;1;10;8;8;7;0.7;3.891737117
0;1;10;8;8;8;0.775;3.984485327
0;1;10;8;8;9;0.6125;3.516127497
0;1;10;8;8;10;0.7625;4.755413064
0;1;10;8;10;1;0.7375;4.972384816
0;1;10;8;10;2;0.75;5.267691753
0;1;10;8;10;3;0.825;4.854763269
0;1;10;8;10;4;0.75;4.778679711
0;1;10;8;10;5;0.7625;4.562947912
0;1;10;8;10;6;0.8625;5.803663351
0;1;10;8;10;7;0.85;5.283221837
0;1;10;8;10;8;0.7875;5.221698814
0;1;10;8;10;9;0.8375;5.069035098
0;1;10;8;10;10;0.75;4.298377267
0;1;10;12;2;1;0.35;1.178109785
0;1;10;12;2;2;0.3;1.034627989
0;1;10;12;2;3;0.283333333;1.187433955
0;1;10;12;2;4;0.3;0.700409879
0;1;10;12;2;5;0.25;0.830930441
0;1;10;12;2;6;0.425;1.090759256
0;1;10;12;2;7;0.333333333;0.876038694
0;1;10;12;2;8;0.308333333;0.910180861
0;1;10;12;2;9;0.291666667;0.842528957
0;1;10;12;2;10;0.391666667;1.066596763
0;1;10;12;4;1;0.541666667;2.073914487
0;1;10;12;4;2;0.483333333;2.06954287
0;1;10;12;4;3;0.566666667;1.930073851
0;1;10;12;4;4;0.583333333;2.125720608
0;1;10;12;4;5;0.508333333;2.117233895
0;1;10;12;4;6;0.475;1.795883643
0;1;10;12;4;7;0.475;2.005019571
0;1;10;12;4;8;0.583333333;2.140170298
0;1;10;12;4;9;0.566666667;1.882417173
0;1;10;12;4;10;0.583333333;2.109788584
0;1;10;12;6;1;0.691666667;3.201194522
0;1;10;12;6;2;0.675;3.209632103
0;1;10;12;6;3;0.683333333;3.185947533
0;1;10;12;6;4;0.666666667;2.848298335
0;1;10;12;6;5;0.616666667;3.073600343
0;1;10;12;6;6;0.716666667;3.462011503
0;1;10;12;6;7;0.7;3.104665605
0;1;10;12;6;8;0.625;2.57828789
0;1;10;12;6;9;0.575;3.112868035
0;1;10;12;6;10;0.683333333;3.334682676
0;1;10;12;8;1;0.733333333;3.814020369
0;1;10;12;8;2;0.65;3.669107403
0;1;10;12;8;3;0.7;3.432673739
0;1;10;12;8;4;0.733333333;4.449267376
0;1;10;12;8;5;0.75;3.819714062
0;1;10;12;8;6;0.691666667;3.927253196
0;1;10;12;8;7;0.766666667;3.782087224
0;1;10;12;8;8;0.658333333;3.731850712
0;1;10;12;8;9;0.766666667;3.889179306
0;1;10;12;8;10;0.75;3.8223345
0;1;10;12;10;1;0.716666667;4.917077229
0;1;10;12;10;2;0.8;5.343827413
0;1;10;12;10;3;0.816666667;5.010448666
0;1;10;12;10;4;0.816666667;4.925495616
0;1;10;12;10;5;0.775;4.931484655
0;1;10;12;10;6;0.8;4.904305125
0;1;10;12;10;7;0.866666667;5.272985654
0;1;10;12;10;8;0.833333333;5.414319158
0;1;10;12;10;9;0.741666667;4.476803747
0;1;10;12;10;10;0.808333333;4.835346519
0;1;10;16;2;1;0.375;0.899987052
0;1;10;16;2;2;0.3125;0.887535335
0;1;10;16;2;3;0.35625;1.081581619
0;1;10;16;2;4;0.3625;0.88302997
0;1;10;16;2;5;0.38125;1.303165539
0;1;10;16;2;6;0.375;1.010580362
0;1;10;16;2;7;0.33125;0.847690645
0;1;10;16;2;8;0.26875;0.903500042
0;1;10;16;2;9;0.4;1.129233796
0;1;10;16;2;10;0.35;1.033903927
0;1;10;16;4;1;0.5625;2.204353811
0;1;10;16;4;2;0.51875;1.909316268
0;1;10;16;4;3;0.54375;2.020497698
0;1;10;16;4;4;0.5375;2.072772142
0;1;10;16;4;5;0.51875;1.979663517
0;1;10;16;4;6;0.44375;1.942500658
0;1;10;16;4;7;0.54375;2.035513993
0;1;10;16;4;8;0.5;2.031766565
0;1;10;16;4;9;0.525;2.145452477
0;1;10;16;4;10;0.54375;2.079601888
0;1;10;16;6;1;0.61875;2.840651977
0;1;10;16;6;2;0.7625;3.246315647
0;1;10;16;6;3;0.6625;2.900301663
0;1;10;16;6;4;0.625;3.22934335
0;1;10;16;6;5;0.6625;2.958434532
0;1;10;16;6;6;0.6;2.705633385
0;1;10;16;6;7;0.60625;3.174963913
0;1;10;16;6;8;0.6875;2.935851456
0;1;10;16;6;9;0.675;2.736143834
0;1;10;16;6;10;0.63125;3.044945443
0;1;10;16;8;1;0.725;3.759310814
0;1;10;16;8;2;0.75625;3.917169132
0;1;10;16;8;3;0.81875;4.124161108
0;1;10;16;8;4;0.75625;3.794024272
0;1;10;16;8;5;0.75625;4.124998576
0;1;10;16;8;6;0.8125;4.341326137
0;1;10;16;8;7;0.75625;4.004590548
0;1;10;16;8;8;0.725;4.048267956
0;1;10;16;8;9;0.83125;4.389372028
0;1;10;16;8;10;0.7625;4.056400793
0;1;10;16;10;1;0.80625;5.165839287
0;1;10;16;10;2;0.75625;4.333909697
0;1;10;16;10;3;0.8375;5.06776679
0;1;10;16;10;4;0.8375;5.250299688
0;1;10;16;10;5;0.81875;4.929259765
0;1;10;16;10;6;0.8625;4.960180236
0;1;10;16;10;7;0.79375;4.747934122
0;1;10;16;10;8;0.79375;4.928226921
0;1;10;16;10;9;0.85625;5.166582942
0;1;10;16;10;10;0.75625;4.963006868
0;1;10;20;2;1;0.36;0.998147068
0;1;10;20;2;2;0.35;0.977109042
0;1;10;20;2;3;0.3;0.910190649
0;1;10;20;2;4;0.345;0.936129974
0;1;10;20;2;5;0.335;1.046323114
0;1;10;20;2;6;0.33;1.023263781
0;1;10;20;2;7;0.335;0.995073582
0;1;10;20;2;8;0.39;1.193577619
0;1;10;20;2;9;0.325;1.119006414
0;1;10;20;2;10;0.4;1.191101213
0;1;10;20;4;1;0.57;1.981977537
0;1;10;20;4;2;0.56;1.943154299
0;1;10;20;4;3;0.575;2.274917533
0;1;10;20;4;4;0.485;1.820485804
0;1;10;20;4;5;0.52;1.898225581
0;1;10;20;4;6;0.51;1.783313886
0;1;10;20;4;7;0.53;2.038904799
0;1;10;20;4;8;0.545;2.07326527
0;1;10;20;4;9;0.525;1.807252211
0;1;10;20;4;10;0.51;1.980867214
0;1;10;20;6;1;0.65;2.899708848
0;1;10;20;6;2;0.665;2.878884272
0;1;10;20;6;3;0.635;2.947877804
0;1;10;20;6;4;0.67;2.904137666
0;1;10;20;6;5;0.66;2.837638159
0;1;10;20;6;6;0.635;2.928475591
