filelist.i.;nindivs;minncalls;maxncalls;nvars;nPCAs;HS;DS;HM;MI;Hsest;DSest;it
22.csv;22;19;19;10;10;4.1317281;0.648325359;0.505108908;2.922086663;4.360983996;0.637067031;6
23.csv;6;11;11;10;10;3.050314815;0.803030303;0.68212934;1.799006713;4.483762717;0.711302555;6
24.csv;40;9;9;10;10;3.876815683;0.433333333;0.621119027;3.310988086;3.619277392;0.465603159;6
25.csv;5;10;10;10;10;4.74366975;0.98;0.871469258;2.225238695;7.63435259;0.882495334;6
26.csv;19;17;17;10;10;4.740612497;0.789473684;0.770026846;3.270761351;5.907027258;0.720772897;6
27.csv;24;17;17;10;10;6.618389749;0.825980392;0.758895204;3.742472412;6.951233233;0.839434787;6
28.csv;31;11;11;10;10;8.448329885;0.909090909;1.070095129;4.562007486;9.112451408;0.891897676;6
29.csv;27;7;7;10;10;4.426660245;0.582010582;0.822984349;3.306511176;4.599608211;0.561990245;6
3.csv;29;13;13;10;10;1.679912634;0.23872679;0.2154985;2.031180721;1.487483532;0.249842794;6
30.csv;25;6;6;10;10;4.272801656;0.546666667;0.841783806;3.215412217;4.255255424;0.544972201;6
31.csv;31;10;10;10;10;0.941100393;0.103225806;0.117803778;1.984599956;0.592406713;0.140480665;6
32.csv;30;15;15;10;10;7.844786746;0.915555556;1.141462033;4.493851005;8.948937172;0.88187163;6
33.csv;18;8;8;10;10;5.203744104;0.805555556;0.827565603;3.430176035;6.623947242;0.715953432;6
34.csv;33;14;14;10;10;0.790635688;0.103896104;0.108657115;1.774879093;0.5676884;0.126129852;6
35.csv;12;13;13;10;10;7.138360636;0.987179487;0.900717795;3.51766982;8.88412874;0.946552241;6
36.csv;8;17;17;10;10;5.117400905;0.926470588;0.797661258;2.64499701;6.693531838;0.898294848;6
37.csv;27;10;10;10;10;0.778752367;0.133333333;0.082600694;1.887888852;0.745183113;0.131308347;6
38.csv;33;19;19;10;10;6.432716814;0.827751196;0.745276641;4.153333294;7.544057107;0.784805352;6
39.csv;16;6;6;10;10;1.659129419;0.25;0.298923382;1.807190712;1.26075624;0.305678657;6
4.csv;7;20;20;10;10;1.907981913;0.621428571;0.332191166;1.372878936;2.290347678;0.567243147;6
40.csv;15;11;11;10;10;2.109284672;0.418181818;0.379653911;1.842476243;2.057106272;0.426541278;6
41.csv;20;14;14;10;10;1.76624532;0.296428571;0.259264573;1.744309279;1.447064457;0.326586767;6
42.csv;36;12;12;10;10;7.467961205;0.872685185;1.062757522;4.599863598;8.557163355;0.834060629;6
43.csv;27;12;12;10;10;0.369156823;0.086419753;0.04103886;1.550371785;0.359773008;0.080340671;6
44.csv;9;19;19;10;10;2.125791337;0.578947368;0.266282222;1.388250908;2.211989488;0.559188202;6
45.csv;35;14;14;10;10;8.329416148;0.9;1.120470257;4.673605898;8.893572226;0.894723817;6
46.csv;22;5;5;10;10;6.888787337;0.818181818;1.320532896;3.834623411;7.801710128;0.776491036;6
47.csv;20;13;13;10;10;3.15382105;0.542307692;0.473427611;2.502927574;3.298758263;0.521319923;6
48.csv;26;19;19;10;10;2.421466428;0.37854251;0.36731586;2.076662767;2.248651843;0.385702967;6
49.csv;28;5;5;10;10;3.357928509;0.385714286;0.489772605;3.087154552;3.1247627;0.406069078;6
5.csv;12;16;16;10;10;8.29714076;0.979166667;1.088936022;3.470680322;8.540503121;0.985950709;6
50.csv;25;9;9;10;10;7.431716914;0.88;0.847964621;4.124951513;8.427557783;0.843160413;6
6.csv;28;12;12;10;10;0.907913905;0.12797619;0.117164644;1.753776249;0.682808868;0.14918553;6
7.csv;10;10;10;10;10;4.838049439;0.78;0.969506191;2.556429786;4.949917895;0.808268914;6
8.csv;20;11;11;10;10;2.717986934;0.454545455;0.321060313;2.252720745;2.651526172;0.450376654;6
9.csv;39;8;8;10;10;4.897010216;0.570512821;0.939047175;3.676735877;4.93447846;0.562964616;6
1.csv;26;9;9;10;10;0.207243495;0.051282051;0.028493885;1.826595147;0.113203276;0.057566049;7
10.csv;8;10;10;10;10;7.93278424;1;1.204975172;2.999999915;8.721209469;0.986740101;7
11.csv;21;15;15;10;10;2.78502493;0.479365079;0.378727534;2.233952447;2.794702466;0.470771724;7
12.csv;27;6;6;10;10;5.476666189;0.685185185;0.785427215;3.65399063;5.99478247;0.641778044;7
13.csv;37;15;15;10;10;7.706488718;0.893693694;1.017933575;4.679403603;8.808582951;0.860721709;7
14.csv;29;12;12;10;10;9.521472994;0.945402299;1.112640356;4.595635232;9.665744959;0.942509725;7
15.csv;37;11;11;10;10;1.03291257;0.122850123;0.144982898;2.184224531;0.812963783;0.144285714;7
16.csv;36;5;5;10;10;2.082024711;0.177777778;0.281663424;3.061934311;1.537452674;0.225469188;7
17.csv;17;11;11;10;10;1.88965023;0.331550802;0.218459115;1.644059217;1.579292213;0.364477058;7
18.csv;12;18;18;10;10;6.802896359;0.976851852;1.332060001;3.455636582;8.456215747;0.94260576;7
19.csv;32;15;15;10;10;4.911272843;0.695833333;0.709346969;3.602776901;5.677608741;0.638446946;7
2.csv;20;10;10;10;10;6.709998076;0.895;0.828375884;3.84441771;8.176200763;0.841196247;7
20.csv;19;9;9;10;10;6.65466096;0.877192982;1.189068391;3.725368418;7.846652349;0.835444641;7
21.csv;27;15;15;10;10;0.570200866;0.111111111;0.05861811;1.408030356;0.511978506;0.110657424;7
22.csv;39;16;16;10;10;4.520017175;0.552884615;0.559252264;3.35020093;4.394389797;0.579418728;7
23.csv;13;6;6;10;10;3.332396334;0.717948718;0.692756689;2.641629626;5.178809883;0.558705004;7
24.csv;11;18;18;10;10;3.488219716;0.737373737;0.761226351;2.36590378;4.180640421;0.69951556;7
25.csv;35;20;20;10;10;9.020035294;0.944285714;0.981397521;4.833984633;9.657052088;0.92624201;7
26.csv;34;7;7;10;10;5.227728065;0.634453782;0.930371596;3.754319674;5.583971782;0.597685015;7
27.csv;9;13;13;10;10;5.950593412;0.931623932;0.783720671;2.866511007;7.118078705;0.922407926;7
28.csv;33;7;7;10;10;8.589296179;0.874458874;1.070331786;4.575295357;9.055220695;0.859641292;7
29.csv;34;13;13;10;10;4.667735497;0.604072398;0.887362468;3.486097057;4.829514788;0.59648406;7
3.csv;15;12;12;10;10;1.777028018;0.35;0.242242344;1.60706086;1.585240104;0.379984595;7
30.csv;29;5;5;10;10;4.33586617;0.517241379;0.840533399;3.469372191;4.384761902;0.508728515;7
31.csv;31;11;11;10;10;1.038152179;0.126099707;0.126582162;1.921828276;0.748298588;0.154922212;7
32.csv;6;9;9;10;10;5.720951444;0.981481481;1.253920083;2.498111395;8.013944022;0.914875277;7
33.csv;29;5;5;10;10;5.280358879;0.655172414;0.779258697;3.74529589;5.919977586;0.596129721;7
34.csv;8;6;6;10;10;0.836663152;0.375;0.088252717;1.176546062;1.306369107;0.300522838;7
35.csv;24;7;7;10;10;7.65534867;0.952380952;0.961766775;4.376813961;10.08187326;0.837124455;7
36.csv;14;5;5;10;10;6.307273266;0.814285714;0.816429885;3.273166539;6.916231979;0.797739888;7
37.csv;23;8;8;10;10;0.812383728;0.141304348;0.094864479;1.869473915;0.763432321;0.145948123;7
38.csv;22;19;19;10;10;5.894419126;0.844497608;0.741178911;3.667022307;7.103032484;0.796879219;7
39.csv;31;19;19;10;10;2.027801015;0.268251273;0.423456259;2.008915811;1.674031948;0.301992792;7
4.csv;24;20;20;10;10;2.326506021;0.379166667;0.384712797;2.0114673;2.13735191;0.387691134;7
40.csv;39;20;20;10;10;1.781731107;0.197435897;0.289594004;2.007919121;1.297194299;0.247489051;7
41.csv;13;5;5;10;10;2.064358225;0.4;0.325139194;2.004211301;2.197743128;0.386119095;7
42.csv;14;15;15;10;10;6.953397469;0.985714286;1.165454176;3.730259944;9.052608562;0.928521468;7
43.csv;17;14;14;10;10;0.337486327;0.117647059;0.038553368;0.985221596;0.256015302;0.127961507;7
44.csv;27;7;7;10;10;2.193580676;0.322751323;0.244345767;2.529736899;2.404399434;0.29425539;7
45.csv;37;11;11;10;10;8.35906869;0.896805897;1.13554134;4.725198909;9.103018686;0.879081718;7
46.csv;14;8;8;10;10;6.70864438;0.946428571;1.388321536;3.566506946;8.77942256;0.868207115;7
47.csv;35;11;11;10;10;3.230993913;0.436363636;0.437661542;2.905823221;3.351380593;0.416555941;7
48.csv;8;9;9;10;10;1.962580414;0.597222222;0.274629995;1.463378249;2.639368182;0.508819018;7
49.csv;16;11;11;10;10;3.143317662;0.596590909;0.445049034;2.39846533;3.331805954;0.551510139;7
5.csv;16;18;18;10;10;8.848696215;0.961805556;1.050425103;3.795382278;8.718977009;0.970611882;7
50.csv;34;10;10;10;10;7.831444922;0.891176471;0.845908575;4.601852151;8.996543788;0.845872554;7
6.csv;25;5;5;10;10;1.199145953;0.136;0.139943104;2.48720892;0.932015304;0.165073514;7
7.csv;11;13;13;10;10;5.447481643;0.867132867;1.031768663;2.888509535;6.223771834;0.863672009;7
8.csv;11;13;13;10;10;2.593512928;0.573426573;0.342806085;1.769986711;2.587649659;0.570867188;7
9.csv;25;14;14;10;10;5.194066404;0.74;0.915831655;3.530423705;5.801435749;0.702665394;7
1.csv;30;8;8;10;10;0.36913444;0.079166667;0.045150003;2.07825117;0.428551875;0.06800357;8
10.csv;25;15;15;10;10;9.797294443;0.973333333;1.140749226;4.53543253;9.881825948;0.963008961;8
11.csv;13;11;11;10;10;2.498025563;0.552447552;0.316229402;2.088520855;2.804385323;0.510068636;8
12.csv;19;15;15;10;10;5.0115275;0.796491228;0.765514026;3.301822828;6.029472821;0.741138593;8
13.csv;9;13;13;10;10;6.817472183;0.982905983;1.158024863;3.08108299;8.231813205;0.963765034;8
14.csv;32;9;9;10;10;9.525658963;0.958333333;1.101383232;4.819269649;10.33454484;0.920918096;8
15.csv;32;5;5;10;10;0.7159727;0.1;0.102276988;2.797011156;0.781234631;0.090461231;8
16.csv;25;19;19;10;10;2.176238796;0.372631579;0.277910058;1.947386063;2.153168884;0.35819823;8
17.csv;24;15;15;10;10;2.285883353;0.408333333;0.258004636;2.035831482;2.472458932;0.375611708;8
18.csv;12;16;16;10;10;6.806465699;0.973958333;1.332592887;3.443986315;8.421762924;0.942315801;8
19.csv;19;9;9;10;10;4.55011507;0.725146199;0.714261383;3.139144012;5.370855003;0.661740463;8
2.csv;35;17;17;10;10;6.889717405;0.835294118;0.804851054;4.307807453;7.736492178;0.814600827;8
20.csv;21;7;7;10;10;6.321007756;0.816326531;1.142442841;3.725100011;7.2734295;0.772469416;8
21.csv;29;18;18;10;10;0.52892922;0.126436782;0.055298183;1.344855055;0.651951259;0.099100636;8
22.csv;10;17;17;10;10;3.560261451;0.758823529;0.446731918;2.30425553;4.299989223;0.724017562;8
23.csv;14;9;9;10;10;3.485563588;0.746031746;0.712983644;2.703435746;5.170896302;0.603217769;8
24.csv;22;6;6;10;10;3.659260547;0.537878788;0.63983271;3.059114412;3.943801002;0.499378861;8
25.csv;7;14;14;10;10;7.057494298;1;1.105920287;2.807354842;8.147065043;0.997612449;8
26.csv;37;6;6;10;10;5.168762505;0.612612613;0.881667292;3.926809907;5.60353273;0.569734594;8
27.csv;5;17;17;10;10;3.588926585;0.929411765;0.649369116;2.05301011;6.140526152;0.823817436;8
28.csv;32;9;9;10;10;8.480351296;0.90625;1.062336747;4.611346153;9.308670742;0.87614847;8
29.csv;36;12;12;10;10;4.794814332;0.643518519;0.879007391;3.675450567;5.244850591;0.595930551;8
3.csv;20;9;9;10;10;1.901002483;0.283333333;0.254847079;2.000317739;1.576064627;0.322278208;8
30.csv;25;7;7;10;10;4.249350436;0.565714286;0.841058117;3.156622274;4.294034418;0.558052646;8
31.csv;31;9;9;10;10;0.918166215;0.107526882;0.117297617;2.099519312;0.653111073;0.134599518;8
32.csv;18;7;7;10;10;7.305148553;0.944444444;1.202921945;3.930188334;9.391357322;0.853642136;8
33.csv;7;15;15;10;10;3.870601396;0.895238095;0.658841661;2.326839548;5.937612749;0.806560547;8
34.csv;37;16;16;10;10;0.927655381;0.114864865;0.121497778;1.761336176;0.682220645;0.14064974;8
35.csv;35;12;12;10;10;9.002598313;0.94047619;1.114539313;4.833244082;9.785256868;0.91773601;8
36.csv;19;9;9;10;10;6.337287001;0.871345029;0.785608292;3.728471866;7.736162304;0.813312166;8
37.csv;32;14;14;10;10;0.947404225;0.145089286;0.10054459;1.712667143;0.854086708;0.147941175;8
38.csv;38;9;9;10;10;6.569658652;0.789473684;0.791421911;4.361517297;7.582584636;0.739639907;8
39.csv;28;7;7;10;10;1.901002494;0.219387755;0.39003342;2.529645831;1.589768413;0.250625671;8
4.csv;14;10;10;10;10;2.624731822;0.442857143;0.490332562;2.049336961;2.177564184;0.503091399;8
40.csv;14;5;5;10;10;1.968544205;0.314285714;0.358513918;1.983572681;1.625398922;0.359725573;8
41.csv;16;20;20;10;10;1.819406064;0.38125;0.271859445;1.532578207;1.614414459;0.395468836;8
42.csv;28;12;12;10;10;7.393549115;0.907738095;1.075146581;4.369392491;8.851190078;0.851463302;8
43.csv;35;20;20;10;10;0.231860782;0.06;0.025581508;1.291233966;0.287451261;0.050423165;8
44.csv;10;7;7;10;10;1.810323118;0.4;0.228507101;1.283809623;1.624400705;0.427339334;8
45.csv;28;16;16;10;10;8.278209514;0.915178571;1.054706798;4.413454587;8.818439036;0.909250951;8
46.csv;11;18;18;10;10;6.338342706;0.954545455;1.441436314;3.237404002;7.80374293;0.931248401;8
47.csv;36;7;7;10;10;3.109578786;0.361111111;0.423105675;3.132056936;3.027402258;0.363524545;8
48.csv;37;7;7;10;10;2.327549883;0.27027027;0.336112361;2.900560475;2.238886269;0.267941907;8
49.csv;15;8;8;10;10;3.20212566;0.625;0.457511824;2.553077888;4.001030959;0.542564531;8
5.csv;32;12;12;10;10;9.546505528;0.950520833;1.085808596;4.760156968;9.892191742;0.940338984;8
50.csv;14;5;5;10;10;5.631405681;0.814285714;0.714038023;3.165645053;6.916231979;0.746801066;8
6.csv;7;20;20;10;10;1.041069677;0.442857143;0.158442641;0.733976344;0.963838998;0.415756783;8
7.csv;13;9;9;10;10;4.85915949;0.726495726;0.999405768;2.691665821;4.786049113;0.756972116;8
8.csv;15;20;20;10;10;2.84181854;0.58;0.352110434;2.045637375;3.011416168;0.555996252;8
9.csv;27;18;18;10;10;5.081379652;0.726337449;0.88183186;3.459274789;5.718143204;0.688283205;8
1.csv;31;16;16;10;10;0.333780434;0.074596774;0.037783787;1.380006047;0.322943205;0.069275899;9
10.csv;15;9;9;10;10;9.17990415;1;1.142731289;3.906890485;10.03122965;0.956746421;9
11.csv;22;9;9;10;10;2.731697027;0.388888889;0.374145743;2.43793446;2.457283167;0.418771156;9
12.csv;34;12;12;10;10;5.269422389;0.705882353;0.734014451;3.80658184;5.944615923;0.6503936;9
13.csv;30;15;15;10;10;7.720824518;0.908888889;1.003658145;4.441829767;8.821953228;0.875342216;9
14.csv;21;20;20;10;10;9.616940148;0.978571429;1.164722761;4.278438564;9.643475966;0.959836309;9
15.csv;18;16;16;10;10;0.995101944;0.197916667;0.132403502;1.150649651;0.711755267;0.233721591;9
16.csv;6;18;18;10;10;2.009841533;0.712962963;0.321721426;1.359208129;3.056064954;0.605686131;9
17.csv;34;11;11;10;10;2.408325476;0.320855615;0.27511017;2.468950951;2.347357592;0.315751238;9
18.csv;25;14;14;10;10;7.194084031;0.88;1.117834685;4.052760535;8.0174312;0.862872846;9
19.csv;20;17;17;10;10;4.549015362;0.741176471;0.701625469;3.131365213;5.319223951;0.696312223;9
2.csv;13;6;6;10;10;6.506085737;0.948717949;0.876487069;3.488044263;9.03211707;0.83699023;9
20.csv;31;11;11;10;10;6.488531083;0.841642229;1.136002666;4.246398253;7.895083886;0.7701783;9
21.csv;30;10;10;10;10;0.639405235;0.08;0.065808114;1.914276885;0.390108922;0.105652803;9
22.csv;15;13;13;10;10;3.568843445;0.635897436;0.446743875;2.391802038;3.665155837;0.631868379;9
23.csv;24;5;5;10;10;3.210889823;0.391666667;0.531239697;3.071980645;2.9494162;0.414566358;9
24.csv;39;12;12;10;10;3.882797115;0.476495726;0.618740494;3.266988543;3.753661964;0.490994764;9
25.csv;8;15;15;10;10;7.433764143;1;1.141211407;2.999999915;8.304950519;1.000649685;9
26.csv;36;15;15;10;10;5.115811844;0.675925926;0.872384015;3.740139258;5.630983637;0.64437749;9
27.csv;32;12;12;10;10;6.591828739;0.815104167;0.770622567;4.167351202;7.427133791;0.781912474;9
28.csv;29;19;19;10;10;8.587965856;0.921960073;1.081576907;4.445250357;8.994548128;0.918574582;9
29.csv;11;17;17;10;10;4.523275762;0.818181818;1.055519871;2.713975637;5.312674481;0.803462278;9
3.csv;7;13;13;10;10;1.643392571;0.549450549;0.284594554;1.25091408;1.763659925;0.51471549;9
30.csv;11;5;5;10;10;3.094903896;0.6;0.633372789;2.241363946;3.738024893;0.545096947;9
31.csv;19;16;16;10;10;0.791172068;0.210526316;0.088270206;1.331761523;0.835434605;0.190619382;9
32.csv;27;12;12;10;10;7.891808766;0.938271605;1.177527448;4.444389708;9.415287325;0.881477247;9
33.csv;15;10;10;10;10;4.93802249;0.813333333;0.775603729;3.12175906;6.156857655;0.749007368;9
34.csv;25;13;13;10;10;0.951617755;0.123076923;0.123828527;1.636474738;0.564856824;0.169571042;9
35.csv;11;17;17;10;10;7.566131962;0.994652406;0.963977186;3.429635897;8.699792239;0.9769101;9
36.csv;15;18;18;10;10;6.275455074;0.925925926;0.797849901;3.528263685;7.826012814;0.88596814;9
37.csv;35;11;11;10;10;0.902362553;0.132467532;0.099940241;1.954292249;0.863028782;0.13160747;9
38.csv;36;18;18;10;10;6.543620145;0.828703704;0.76042274;4.304259398;7.66942597;0.786062517;9
39.csv;22;18;18;10;10;1.915962568;0.323232323;0.365291998;1.803182953;1.694032643;0.344002503;9
4.csv;9;5;5;10;10;2.743832038;0.511111111;0.503590536;1.947842313;2.609671939;0.537619906;9
40.csv;11;7;7;10;10;1.940224452;0.480519481;0.333260315;1.775927426;2.350017379;0.42867498;9
41.csv;21;18;18;10;10;1.719658102;0.293650794;0.254043054;1.610107104;1.437726019;0.322399128;9
42.csv;8;12;12;10;10;5.538804472;0.96875;1.201290215;2.844932884;7.801355696;0.905262858;9
43.csv;21;6;6;10;10;0.28990477;0.103174603;0.038304406;1.92554396;0.501783979;0.07698057;9
44.csv;11;20;20;10;10;2.095867326;0.5;0.251895388;1.383808833;1.888801296;0.5161583;9
45.csv;5;8;8;10;10;5.325414684;0.975;1.294742504;2.208694907;7.813447117;0.894568663;9
46.csv;15;6;6;10;10;5.986571048;0.922222222;1.278322595;3.596424066;8.761200347;0.782282132;9
47.csv;12;15;15;10;10;3.435771315;0.722222222;0.474444185;2.404970059;4.152602399;0.670369059;9
48.csv;22;5;5;10;10;2.422655662;0.318181818;0.353438919;2.630408203;2.270322435;0.332553281;9
49.csv;8;12;12;10;10;1.855360552;0.552083333;0.234162425;1.343466253;1.992410117;0.520697193;9
5.csv;27;18;18;10;10;9.430205333;0.952674897;1.076059774;4.51227801;9.496995739;0.949938603;9
50.csv;28;9;9;10;10;7.587895434;0.869047619;0.832611197;4.23741064;8.423377647;0.839346866;9
6.csv;37;8;8;10;10;0.864173796;0.10472973;0.10623993;2.429179175;0.753779228;0.116232182;9
7.csv;22;9;9;10;10;5.33020389;0.757575758;0.995195885;3.461670269;6.128222899;0.702143324;9
8.csv;34;16;16;10;10;2.960716524;0.433823529;0.341416774;2.715724086;3.12889536;0.40854253;9
9.csv;31;14;14;10;10;5.14376152;0.700460829;0.917257127;3.632529107;5.708637601;0.662039994;9
1.csv;15;9;9;10;10;0.332938219;0.111111111;0.036177963;1.317342289;0.228952327;0.138110448;10
10.csv;34;9;9;10;10;9.799975685;0.954248366;1.112969871;4.90767602;10.31396123;0.929561184;10
11.csv;10;16;16;10;10;2.469017917;0.6375;0.320876911;1.933853797;2.913561704;0.585058022;10
12.csv;28;11;11;10;10;5.273746712;0.75974026;0.757969356;3.766990062;6.419937428;0.672207325;10
13.csv;19;17;17;10;10;7.856246549;0.953560372;1.048136463;4.009516205;8.900450838;0.927969844;10
14.csv;17;11;11;10;10;9.283900159;0.973262032;1.170536358;3.955389597;9.452318352;0.963799909;10
15.csv;9;17;17;10;10;1.015222264;0.352941176;0.148157418;0.929190312;0.769641666;0.371444622;10
16.csv;24;11;11;10;10;1.993508378;0.295454545;0.262025433;2.042113116;1.779155526;0.319807994;10
17.csv;35;8;8;10;10;2.328199255;0.307142857;0.262457512;2.754326525;2.44859667;0.281861179;10
18.csv;5;7;7;10;10;4.847858716;1;1.323050105;2.321928028;8.536364273;0.848030157;10
19.csv;22;5;5;10;10;4.547052387;0.672727273;0.670576903;3.339174995;5.643800357;0.575602112;10
2.csv;21;19;19;10;10;6.548576112;0.909774436;0.812539182;3.917079169;8.201180433;0.853278676;10
20.csv;26;10;10;10;10;6.476213255;0.85;1.158591157;4.024731171;7.835377668;0.785384736;10
21.csv;22;17;17;10;10;0.541957244;0.114973262;0.057465094;1.154407515;0.410705473;0.129596324;10
22.csv;16;20;20;10;10;3.665668062;0.64375;0.468559397;2.418943462;3.740312446;0.645263892;10
23.csv;33;12;12;10;10;2.994632235;0.449494949;0.552329347;2.826822127;3.3248838;0.401254684;10
24.csv;24;12;12;10;10;4.157680905;0.618055556;0.674293723;3.086254199;4.239799652;0.60564489;10
25.csv;9;6;6;10;10;7.506538382;0.981481481;1.138549632;3.093226591;9.097150477;0.916576586;10
26.csv;17;5;5;10;10;4.784976421;0.705882353;0.810203866;3.119159345;5.620262927;0.642401869;10
27.csv;10;9;9;10;10;5.724194437;0.833333333;0.761825967;2.710450423;5.904671095;0.861392038;10
28.csv;38;10;10;10;10;8.573969802;0.905263158;1.054381165;4.850625042;9.383002674;0.882624725;10
29.csv;30;6;6;10;10;4.351198319;0.511111111;0.890672428;3.378544993;4.230473762;0.521022904;10
3.csv;22;7;7;10;10;1.729093648;0.266233766;0.221093128;2.09094425;1.701508926;0.265997964;10
30.csv;14;20;20;10;10;3.636355591;0.685714286;0.763383241;2.5156293;3.983258185;0.669103595;10
31.csv;6;13;13;10;10;0.741286725;0.358974359;0.10301659;0.604280858;0.496157049;0.373257579;10
32.csv;30;13;13;10;10;7.833038993;0.920512821;1.141457669;4.520947479;9.136294769;0.874310797;10
33.csv;20;20;20;10;10;5.553929501;0.8475;0.828419333;3.537825695;6.974287511;0.783172035;10
34.csv;31;15;15;10;10;0.869426095;0.129032258;0.116460469;1.674674904;0.711988037;0.141199124;10
35.csv;12;7;7;10;10;6.95157874;0.952380952;0.906184701;3.375737743;8.77224145;0.884538248;10
36.csv;33;19;19;10;10;7.22615307;0.854864434;0.827229507;4.328250681;7.981862694;0.842102201;10
37.csv;17;7;7;10;10;1.130774713;0.201680672;0.123802028;1.900701669;0.950169068;0.229783266;10
